77.862	79.39	82.384	82.147	102.48	173.95	278.02	471.59
71.282	73.802	71.801	78.259	106.06	166.62	277.75	471.59
71.446	74.715	71.511	76.84	105.69	163.8	277.75	471.59
78.237	81.905	77.607	86.643	105.92	165.44	278.25	471.59
80.985	84.791	80.932	86.579	105.17	165.44	278.25	471.59
79.579	81.23	80.142	87.996	109.54	149.48	269.34	471.59
80.117	81.668	81.717	91.07	109.34	149.27	269.34	471.59
84.011	85.262	84.791	94.014	107.7	134.97	264.64	471.59
78.973	79.88	80.144	84.983	101.75	135.36	260.69	471.59
85.134	85.371	89.247	90.989	107.12	133.83	260.69	471.59
84.654	85.431	89.14	94.786	107.67	133.83	260.69	471.59
84.826	86.218	91.927	93.905	108.83	145.91	260.67	471.59
81.647	83.082	92.221	92.657	100.75	145.69	258.4	471.59
90.253	91.536	101.12	93.564	107.28	146.41	257.77	471.59
91.265	91.549	97.394	99.413	110.4	150.21	259.16	471.59
88.807	88.207	95.206	93.276	110.49	148.96	259.38	471.59
83.286	83.265	85.915	89.139	105.71	145.39	259.38	471.59
80.531	79.629	78.358	81.864	101.12	137.97	259.06	471.59
83.063	83.352	82.921	81.632	100.84	141.33	259.06	471.59
94.978	94.804	92.44	94.23	113.16	144.48	265.41	471.59
93.445	94.881	93.859	95.393	109.92	142.13	265.41	471.59
96.148	97.858	96.831	95.923	110.03	149.81	265.41	471.59
94.7	97.325	95.595	98.129	115.63	155.42	265.41	471.59
95.018	96.89	95.936	98.897	115.63	155.42	265.41	471.59
72.665	76.098	81.418	82.429	94.114	155.42	265.41	471.59
114.73	115.94	121.63	118.42	125.53	175.93	278.21	474.41
109.17	110.93	114.19	112.86	127.15	175.93	278.21	474.41
68.376	69.833	75.584	76.86	96.196	164.65	278.01	474.27
72.509	74.069	78.967	80.438	100.47	162.62	278.01	474.27
75.483	77.036	84.518	82.742	100.3	158.16	268.34	476.89
77.402	77.072	84.641	82.951	100.94	166.82	268.34	476.89
77.647	77.566	84.459	81.339	104.51	154.08	267.95	476.89
80.434	80.782	88.734	83.8	114.78	157.49	273.71	476.89
81.09	81.47	91.181	86.281	117.8	157.49	273.71	476.89
73.721	73.932	83.351	82.149	119.25	160.39	281.23	476.89
72.109	72.485	81.193	90.005	115.25	180.6	284.14	484.81
72.706	74.167	83.208	93.209	127.43	179.54	284.14	484.81
72.392	74.79	86.977	95.207	130.57	179.63	287.83	484.81
77.907	80.896	90.677	97.739	126.02	182.21	288	484.81
73.164	75.429	88.495	96.48	117.69	179.93	284.23	468.97
68.224	70.416	77.743	89.829	111.18	179.91	284.23	468.97
63.048	66.868	72.135	86.561	103.4	175.17	268.56	468.97
64.316	66.427	64.461	94.882	104.6	175.17	268.56	468.97
62.625	65.047	63.396	98.195	104.37	175.17	268.56	468.97
58.58	60.718	59.853	95.928	99.842	173.62	268.56	468.97
54.946	54.708	57.595	88.751	103.86	172.79	268.56	468.97
39.688	38.949	37.624	62.468	79.526	131.44	268.56	468.97
39.807	40.106	39.367	56.74	79.666	135.99	276.13	468.97
36.234	38.374	38.393	52.573	76.392	135.81	269.02	468.97
31.762	35.459	34.948	50.351	75.345	132.75	269.02	468.97
14.839	19.615	23.728	39.009	66.272	124.25	253.88	468.97
11.922	15.275	22.654	38.167	61.525	124.25	253.88	468.97
11.6	15.181	22.392	36.989	61.514	124.25	253.88	468.97
10.509	14.072	21.519	36.283	61.506	124.25	253.88	468.97
7.1768	11.585	21.087	35.747	59.893	124.25	253.88	468.97
5.3936	9.3738	19.417	39.224	59.893	124.25	253.88	468.97
5.54	9.5167	19.665	39.476	59.893	124.25	253.88	468.97
5.54	9.5166	19.665	39.476	59.893	124.25	253.88	468.97
3.5947	7.2759	16.685	37.221	59.893	124.25	253.88	468.97
1.9248	6.0415	14.326	29.807	59.893	124.25	253.88	468.97
1.9248	6.0415	14.326	29.807	59.893	124.25	253.88	468.97
0.57422	5.2373	15.527	28.039	59.893	124.25	253.88	468.97
0.57422	5.2374	15.527	28.039	59.893	124.25	253.88	468.97
0.57422	5.2374	15.527	28.039	59.893	124.25	253.88	468.97
0	4.0071	12.016	27.965	59.893	124.25	253.88	468.97
